Place_Id,Place_Name,Description,Category,Sub_Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long,Province,Category_Clean,c1_ticket_price,c2_rating,facility_toilet_mentioned,facility_parking_mentioned,facility_food_mentioned,facility_worship_mentioned,facility_accessibility_mentioned,facility_information_center_mentioned,c4_facility_score,activity_tags
1574,Gunung Sibela Pulau Bacan Cagar Alam Batu Bacan,"Gunung Sibela Pulau Bacan Cagar Alam Batu Bacan di Halmahera Tengah Weda, Maluku Utara. Kawasan dataran tinggi dan lereng gunung yang asri dengan pemandangan perbukitan hijau dan kawah eksotis. Sangat ideal untuk petualangan alam terbuka, hiking santai, perkemahan keluarga, dan melepas penat.",Gunung,Gunung,Halmahera Tengah Weda,25000,4.2,180.0,"{'lat': 0.442862, 'lng': 127.908405}",0.442862,127.908405,Maluku Utara,alam,25000.0,4.2,1,1,1,0,0,1,0.6667,camping|fotografi|gunung|hiking
1575,Danau Tolire Besar & Tolire Kecil Ternate Legenda Buaya Siluman,"Danau Tolire Besar & Tolire Kecil Ternate Legenda Buaya Siluman di Halmahera Utara Tobelo, Maluku Utara. Objek wisata alam dengan formasi tebing batuan alami, gua karst purba, serta telaga yang jernih dan tenang. Suasana alam yang tenang memberikan kesegaran pikiran bagi pengunjung yang mencintai ketenangan alam.",Cagar Alam,Danau,Halmahera Utara Tobelo,20000,4.9,150.0,"{'lat': 1.770083, 'lng': 128.029846}",1.770083,128.029846,Maluku Utara,alam,20000.0,4.9,1,1,1,0,0,1,0.6667,alam|edukasi|fotografi|hiking|rekreasi_keluarga
1576,Danau Laguna Ngade Ikon Pemandangan Ternate,"Danau Laguna Ngade Ikon Pemandangan Ternate di Pulau Morotai Daruba, Maluku Utara. Objek wisata alam dengan formasi tebing batuan alami, gua karst purba, serta telaga yang jernih dan tenang. Suasana alam yang tenang memberikan kesegaran pikiran bagi pengunjung yang mencintai ketenangan alam.",Cagar Alam,Danau,Pulau Morotai Daruba,30000,4.3,120.0,"{'lat': 2.016044, 'lng': 128.250671}",2.016044,128.250671,Maluku Utara,alam,30000.0,4.3,1,1,1,1,0,1,0.8333,alam|edukasi|fotografi|hiking|rekreasi_keluarga
1577,Air Terjun Cunca Kahatola Tebing Karang Jatuh Langsung ke Laut,"Air Terjun Cunca Kahatola Tebing Karang Jatuh Langsung ke Laut di Pulau Morotai Daruba, Maluku Utara. Wisata alam edukatif berbalut udara segar hutan tropis, aliran sungai yang jernih, serta air terjun bertingkat yang menyejukkan. Pilihan utama untuk riset keanekaragaman hayati dan ekowisata ramah lingkungan.",Cagar Alam,Air Terjun,Pulau Morotai Daruba,15000,4.3,180.0,"{'lat': 2.0838, 'lng': 128.292103}",2.0838,128.292103,Maluku Utara,alam,15000.0,4.3,1,1,1,1,1,1,1.0,alam|bahari|edukasi|fotografi|hiking|rekreasi_keluarga|snorkeling
1578,Taman Laut Selat Bacan Habitat Kima Raksasa,"Taman Laut Selat Bacan Habitat Kima Raksasa di Halmahera Tengah Weda, Maluku Utara. Objek wisata alam dengan formasi tebing batuan alami, gua karst purba, serta telaga yang jernih dan tenang. Suasana alam yang tenang memberikan kesegaran pikiran bagi pengunjung yang mencintai ketenangan alam.",Cagar Alam,Taman Nasional,Halmahera Tengah Weda,20000,4.3,120.0,"{'lat': 0.489548, 'lng': 127.888876}",0.489548,127.888876,Maluku Utara,alam,20000.0,4.3,1,1,1,1,0,1,0.8333,edukasi|fotografi|hiking|rekreasi_keluarga
1579,Pulau Kakara Tobelo Asal Tarian Perang Cakalele,"Pulau Kakara Tobelo Asal Tarian Perang Cakalele di Kota Tidore Kepulauan, Maluku Utara. Objek wisata alam dengan formasi tebing batuan alami, gua karst purba, serta telaga yang jernih dan tenang. Suasana alam yang tenang memberikan kesegaran pikiran bagi pengunjung yang mencintai ketenangan alam.",Cagar Alam,Taman Nasional,Kota Tidore Kepulauan,25000,4.2,180.0,"{'lat': 0.705789, 'lng': 127.419157}",0.705789,127.419157,Maluku Utara,alam,25000.0,4.2,1,1,1,0,1,1,0.8333,edukasi|fotografi|hiking|rekreasi_keluarga
1580,Pulau Mitita Morotai Spot Menyelam Hiu Sirip Hitam,"Pulau Mitita Morotai Spot Menyelam Hiu Sirip Hitam di Halmahera Selatan Labuha Bacan, Maluku Utara. Wisata alam edukatif berbalut udara segar hutan tropis, aliran sungai yang jernih, serta air terjun bertingkat yang menyejukkan. Pilihan utama untuk riset keanekaragaman hayati dan ekowisata ramah lingkungan.",Cagar Alam,Taman Nasional,Halmahera Selatan Labuha Bacan,20000,4.8,120.0,"{'lat': -0.642104, 'lng': 127.460683}",-0.642104,127.460683,Maluku Utara,alam,20000.0,4.8,1,1,1,1,0,1,0.8333,edukasi|fotografi|hiking|rekreasi_keluarga
1581,Batu Angus Ternate Hamparan Batu Bekas Lahar Beku 1907,"Batu Angus Ternate Hamparan Batu Bekas Lahar Beku 1907 di Kota Ternate, Maluku Utara. Kawasan konservasi alam yang asri dan terlindungi dengan keanekaragaman flora dan fauna tropis endemik. Dilengkapi jalur trekking kayu yang tertata rapi, gazebo istirahat, pusat informasi lingkungan, dan toilet pengunjung.",Cagar Alam,Taman Nasional,Kota Ternate,15000,4.7,120.0,"{'lat': 0.804722, 'lng': 127.369289}",0.804722,127.369289,Maluku Utara,alam,15000.0,4.7,1,1,1,1,0,1,0.8333,edukasi|fotografi|hiking|rekreasi_keluarga
1582,Air Terjun Roko Halmahera Barat,"Air Terjun Roko Halmahera Barat di Kepulauan Sula Sanana, Maluku Utara. Objek wisata alam dengan formasi tebing batuan alami, gua karst purba, serta telaga yang jernih dan tenang. Suasana alam yang tenang memberikan kesegaran pikiran bagi pengunjung yang mencintai ketenangan alam.",Cagar Alam,Air Terjun,Kepulauan Sula Sanana,30000,4.2,120.0,"{'lat': -2.025473, 'lng': 125.945398}",-2.025473,125.945398,Maluku Utara,alam,30000.0,4.2,1,1,1,0,0,1,0.6667,alam|edukasi|fotografi|hiking|rekreasi_keluarga
1583,Kedaton Kesultanan Ternate Museum Pusaka Mahkota Berambut Emas,"Kedaton Kesultanan Ternate Museum Pusaka Mahkota Berambut Emas di Halmahera Barat Jailolo, Maluku Utara. Situs cagar budaya bersejarah yang sarat dengan nilai tradisi leluhur, arsitektur arca dan bangunan tradisional yang otentik. Dilengkapi pemandu wisata budaya, museum informasi sejarah, dan pertunjukan seni berkala.",Budaya,Museum,Halmahera Barat Jailolo,10000,4.5,90.0,"{'lat': 1.096344, 'lng': 127.500977}",1.096344,127.500977,Maluku Utara,budaya,10000.0,4.5,1,1,1,0,1,1,0.8333,budaya|edukasi|fotografi|sejarah
1584,Kedaton Kesultanan Tidore Peninggalan Sultan Nuku Pahlawan Nasional,"Kedaton Kesultanan Tidore Peninggalan Sultan Nuku Pahlawan Nasional di Kepulauan Sula Sanana, Maluku Utara. Destinasi wisata sejarah dan kearifan lokal yang memperlihatkan warisan peradaban masa lampau melalui koleksi artefak berharga. Tempat ideal untuk belajar mengenai perjuangan bangsa dan filosofi adat masyarakat.",Budaya,Situs Sejarah,Kepulauan Sula Sanana,10000,4.9,60.0,"{'lat': -2.022621, 'lng': 125.971728}",-2.022621,125.971728,Maluku Utara,budaya,10000.0,4.9,1,1,0,1,1,1,0.8333,budaya|edukasi|fotografi|sejarah
1585,Benteng Tolukko Ternate Benteng Portugis Menghadap Gamalama 1540,"Benteng Tolukko Ternate Benteng Portugis Menghadap Gamalama 1540 di Halmahera Tengah Weda, Maluku Utara. Situs cagar budaya bersejarah yang sarat dengan nilai tradisi leluhur, arsitektur arca dan bangunan tradisional yang otentik. Dilengkapi pemandu wisata budaya, museum informasi sejarah, dan pertunjukan seni berkala.",Budaya,Benteng,Halmahera Tengah Weda,20000,4.8,60.0,"{'lat': 0.426687, 'lng': 127.880637}",0.426687,127.880637,Maluku Utara,budaya,20000.0,4.8,1,1,1,1,0,1,0.8333,budaya|edukasi|fotografi|sejarah
1586,Benteng Kalamata Benteng Bastion Portugis Menghadap Tidore,"Benteng Kalamata Benteng Bastion Portugis Menghadap Tidore di Kota Tidore Kepulauan, Maluku Utara. Situs cagar budaya bersejarah yang sarat dengan nilai tradisi leluhur, arsitektur arca dan bangunan tradisional yang otentik. Dilengkapi pemandu wisata budaya, museum informasi sejarah, dan pertunjukan seni berkala.",Budaya,Benteng,Kota Tidore Kepulauan,25000,4.3,60.0,"{'lat': 0.72084, 'lng': 127.400536}",0.72084,127.400536,Maluku Utara,budaya,25000.0,4.3,1,1,0,1,1,1,0.8333,budaya|edukasi|fotografi|sejarah
1587,Benteng Kastela Benteng Tertua Portugis Santo Yohanes Pembaptis,"Benteng Kastela Benteng Tertua Portugis Santo Yohanes Pembaptis di Halmahera Timur Maba, Maluku Utara. Kompleks bangunan bersejarah dan desa adat yang mempertahankan adat istiadat turun-temurun dengan ramah. Wisatawan dapat menyaksikan kerajinan tangan tradisional dan berinteraksi langsung dengan warga setempat.",Budaya,Benteng,Halmahera Timur Maba,10000,4.5,60.0,"{'lat': 0.719975, 'lng': 128.28535}",0.719975,128.28535,Maluku Utara,budaya,10000.0,4.5,1,1,1,0,0,1,0.6667,budaya|edukasi|fotografi|sejarah
1588,Benteng Torre & Benteng Tahula Peninggalan Spanyol di Tidore,"Benteng Torre & Benteng Tahula Peninggalan Spanyol di Tidore di Halmahera Selatan Labuha Bacan, Maluku Utara. Destinasi wisata sejarah dan kearifan lokal yang memperlihatkan warisan peradaban masa lampau melalui koleksi artefak berharga. Tempat ideal untuk belajar mengenai perjuangan bangsa dan filosofi adat masyarakat.",Budaya,Benteng,Halmahera Selatan Labuha Bacan,20000,4.8,60.0,"{'lat': -0.636744, 'lng': 127.46058}",-0.636744,127.46058,Maluku Utara,budaya,20000.0,4.8,1,1,1,0,0,1,0.6667,budaya|edukasi|fotografi|sejarah
1589,Museum Perang Dunia II Morotai Monumen Tentara Sekutu Douglas MacArthur,"Museum Perang Dunia II Morotai Monumen Tentara Sekutu Douglas MacArthur di Halmahera Timur Maba, Maluku Utara. Kompleks bangunan bersejarah dan desa adat yang mempertahankan adat istiadat turun-temurun dengan ramah. Wisatawan dapat menyaksikan kerajinan tangan tradisional dan berinteraksi langsung dengan warga setempat.",Budaya,Museum,Halmahera Timur Maba,10000,4.3,120.0,"{'lat': 0.735675, 'lng': 128.31216}",0.735675,128.31216,Maluku Utara,budaya,10000.0,4.3,1,1,1,1,0,1,0.8333,budaya|edukasi|fotografi|sejarah
1590,Taman Landmark Kota Ternate Pinggir Laut,"Taman Landmark Kota Ternate Pinggir Laut di Kota Ternate, Maluku Utara. Taman rekreasi modern keluarga yang menghadirkan beragam wahana permainan seru, atraksi air, serta pertunjukan tematik interaktif. Memiliki fasilitas lengkap seperti food court, musala yang nyaman, toilet bersih, dan area parkir luas.",Taman Hiburan,Taman Rekreasi,Kota Ternate,75000,4.2,150.0,"{'lat': 0.820439, 'lng': 127.38507}",0.820439,127.38507,Maluku Utara,hiburan,75000.0,4.2,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
1591,Taman Film Ternate,"Taman Film Ternate di Pulau Taliabu Bobong, Maluku Utara. Kawasan rekreasi bertema dengan wahana pemacu adrenalin, kolam renang bergelombang, serta taman bermain anak yang aman. Dilengkapi staf pengawas keselamatan dan berbagai tenant kuliner lezat.",Taman Hiburan,Taman Rekreasi,Pulau Taliabu Bobong,150000,4.4,150.0,"{'lat': -1.859111, 'lng': 124.444042}",-1.859111,124.444042,Maluku Utara,hiburan,150000.0,4.4,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
1592,Taman Dodoku Ali Tidore Waterfront,"Taman Dodoku Ali Tidore Waterfront di Halmahera Tengah Weda, Maluku Utara. Destinasi hiburan terpadu dengan spot swafoto kekinian yang estetik, wahana edukasi anak, dan ruang terbuka hijau yang ramah keluarga. Menjadi tempat favorit untuk berekreasi bersama anak-anak di akhir pekan.",Taman Hiburan,Waterpark,Halmahera Tengah Weda,150000,4.5,180.0,"{'lat': 0.447585, 'lng': 127.879819}",0.447585,127.879819,Maluku Utara,hiburan,150000.0,4.5,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
1593,Taman Kota Tobelo Halmahera Utara,"Taman Kota Tobelo Halmahera Utara di Halmahera Tengah Weda, Maluku Utara. Kawasan rekreasi bertema dengan wahana pemacu adrenalin, kolam renang bergelombang, serta taman bermain anak yang aman. Dilengkapi staf pengawas keselamatan dan berbagai tenant kuliner lezat.",Taman Hiburan,Taman Rekreasi,Halmahera Tengah Weda,100000,4.4,150.0,"{'lat': 0.459404, 'lng': 127.94256}",0.459404,127.94256,Maluku Utara,hiburan,100000.0,4.4,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
1594,Pasar Gamalama Ternate Pusat Rempah Pala Cengkih,"Pasar Gamalama Ternate Pusat Rempah Pala Cengkih di Kepulauan Sula Sanana, Maluku Utara. Pusat perbelanjaan dan pasar tradisional khas daerah yang menjual aneka kerajinan tangan, kain tenun atau batik, serta camilan oleh-oleh lokal. Tempat bertemunya tawar-menawar yang hangat dengan harga terjangkau.",Pusat Perbelanjaan,Pasar Tradisional,Kepulauan Sula Sanana,0,4.4,90.0,"{'lat': -1.962776, 'lng': 126.002657}",-1.962776,126.002657,Maluku Utara,belanja,0.0,4.4,1,1,1,1,1,0,0.8333,belanja|budaya|kuliner
1595,Sentra Sirup Buah Pala Ternate Swering,"Sentra Sirup Buah Pala Ternate Swering di Pulau Taliabu Bobong, Maluku Utara. Kawasan pertokoan dan pasar seni yang menyajikan ragam cinderamata unik karya perajin lokal dari berbagai penjuru daerah. Selalu ramai dikunjungi wisatawan yang ingin membawa kenang-kenangan autentik.",Pusat Perbelanjaan,Sentra Kerajinan,Pulau Taliabu Bobong,0,4.7,90.0,"{'lat': -1.856974, 'lng': 124.475592}",-1.856974,124.475592,Maluku Utara,belanja,0.0,4.7,1,1,1,0,1,1,0.8333,belanja|budaya|kuliner
1596,Pusat Kerajinan Batu Bacan Doko Halmahera Selatan,"Pusat Kerajinan Batu Bacan Doko Halmahera Selatan di Kota Tidore Kepulauan, Maluku Utara. Pusat perbelanjaan dan pasar tradisional khas daerah yang menjual aneka kerajinan tangan, kain tenun atau batik, serta camilan oleh-oleh lokal. Tempat bertemunya tawar-menawar yang hangat dengan harga terjangkau.",Pusat Perbelanjaan,Pasar Tradisional,Kota Tidore Kepulauan,0,4.2,120.0,"{'lat': 0.669827, 'lng': 127.431106}",0.669827,127.431106,Maluku Utara,belanja,0.0,4.2,1,1,1,1,1,0,0.8333,belanja|budaya|kuliner
1597,Sentra Batik Tubo Motif Rempah Ternate,"Sentra Batik Tubo Motif Rempah Ternate di Kota Tidore Kepulauan, Maluku Utara. Pusat perbelanjaan dan pasar tradisional khas daerah yang menjual aneka kerajinan tangan, kain tenun atau batik, serta camilan oleh-oleh lokal. Tempat bertemunya tawar-menawar yang hangat dengan harga terjangkau.",Pusat Perbelanjaan,Sentra Kerajinan,Kota Tidore Kepulauan,0,4.4,60.0,"{'lat': 0.673463, 'lng': 127.407881}",0.673463,127.407881,Maluku Utara,belanja,0.0,4.4,1,1,1,0,1,1,0.8333,belanja|budaya|kuliner
1598,Masjid Sultan Ternate Tua Sejak Abad ke-17 Atap Tumpang Empat,"Masjid Sultan Ternate Tua Sejak Abad ke-17 Atap Tumpang Empat di Kota Tidore Kepulauan, Maluku Utara. Ikon wisata religi yang terkenal dengan kedamaian suasananya, toleransi antarwarga, serta kubah atau menara yang menjulang indah. Menjadi tempat ziarah sekaligus edukasi spiritual bagi masyarakat luas.",Tempat Ibadah,Masjid,Kota Tidore Kepulauan,0,4.3,60.0,"{'lat': 0.65067, 'lng': 127.439055}",0.65067,127.439055,Maluku Utara,religi,0.0,4.3,1,1,1,1,1,1,1.0,budaya|religi|sejarah
1599,Masjid Raya Shaful Khairaat Sofifi Ibu Kota Maluku Utara,"Masjid Raya Shaful Khairaat Sofifi Ibu Kota Maluku Utara di Halmahera Timur Maba, Maluku Utara. Ikon wisata religi yang terkenal dengan kedamaian suasananya, toleransi antarwarga, serta kubah atau menara yang menjulang indah. Menjadi tempat ziarah sekaligus edukasi spiritual bagi masyarakat luas.",Tempat Ibadah,Masjid,Halmahera Timur Maba,0,4.2,60.0,"{'lat': 0.702938, 'lng': 128.270752}",0.702938,128.270752,Maluku Utara,religi,0.0,4.2,1,1,1,1,1,1,1.0,budaya|religi|sejarah
1600,Gereja Tua Eben Haezer Tobelo 1898,"Gereja Tua Eben Haezer Tobelo 1898 di Halmahera Tengah Weda, Maluku Utara. Tempat ibadah cagar budaya dengan ornamen seni pahat antik dan sejarah pendirian yang menginspirasi. Terbuka bagi pengunjung yang ingin berdoa maupun mengagumi keindahan karya arsitektur Nusantara.",Tempat Ibadah,Gereja,Halmahera Tengah Weda,0,4.7,90.0,"{'lat': 0.420256, 'lng': 127.92921}",0.420256,127.92921,Maluku Utara,religi,0.0,4.7,1,1,1,1,1,0,0.8333,budaya|religi|sejarah
1601,Pantai Base-G Jayapura Pasir Putih Bersejarah Sekutu PD II,"Pantai Base-G Jayapura Pasir Putih Bersejarah Sekutu PD II di Mamberamo Raya Kasonaweja, Papua. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Mamberamo Raya Kasonaweja,10000,4.4,150.0,"{'lat': -1.980102, 'lng': 138.194857}",-1.980102,138.194857,Papua,bahari,10000.0,4.4,1,1,1,1,0,1,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1602,Pantai Hamadi Jayapura Hutan Mangrove & Jembatan Merah Youtefa,"Pantai Hamadi Jayapura Hutan Mangrove & Jembatan Merah Youtefa di Kota Jayapura, Papua. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Kota Jayapura,5000,4.8,180.0,"{'lat': -2.555256, 'lng': 140.683275}",-2.555256,140.683275,Papua,bahari,5000.0,4.8,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1603,Pantai Pasir Enam Jayapura Tersembunyi Karang Tropis,"Pantai Pasir Enam Jayapura Tersembunyi Karang Tropis di Kota Jayapura, Papua. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Kota Jayapura,15000,4.9,180.0,"{'lat': -2.55853, 'lng': 140.72945}",-2.55853,140.72945,Papua,bahari,15000.0,4.9,1,1,1,1,0,0,0.6667,bahari|berenang|fotografi|kuliner|pantai|rekreasi_keluarga|snorkeling
1604,Pantai Holtekamp Jembatan Youtefa Ikon Baru Papua,"Pantai Holtekamp Jembatan Youtefa Ikon Baru Papua di Waropen Botawa, Papua. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Waropen Botawa,5000,4.8,120.0,"{'lat': -2.428382, 'lng': 136.518913}",-2.428382,136.518913,Papua,bahari,5000.0,4.8,1,1,1,1,1,0,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1605,Pantai Tablanusu Pasir Kerikil Hitam Unik Bunyi Gemerisik,"Pantai Tablanusu Pasir Kerikil Hitam Unik Bunyi Gemerisik di Waropen Botawa, Papua. Pantai eksotis dengan air laut jernih dan deretan pohon kelapa yang rindang. Menjadi lokasi favorit wisatawan untuk bersantai, bermain air bersama keluarga, berswafoto, serta menikmati kelapa muda segar di tepi pantai.",Pantai,Pantai,Waropen Botawa,10000,4.4,240.0,"{'lat': -2.38923, 'lng': 136.52683}",-2.38923,136.52683,Papua,bahari,10000.0,4.4,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1606,Pantai Harlem Jayapura Kolam Air Tawar Sebelah Air Asin Terjernih,"Pantai Harlem Jayapura Kolam Air Tawar Sebelah Air Asin Terjernih di Waropen Botawa, Papua. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Waropen Botawa,25000,4.8,240.0,"{'lat': -2.371386, 'lng': 136.47502}",-2.371386,136.47502,Papua,bahari,25000.0,4.8,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1607,Pantai Bosnik Biak Timur Terumbu Karang Air Biru,"Pantai Bosnik Biak Timur Terumbu Karang Air Biru di Kota Jayapura, Papua. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Kota Jayapura,30000,4.7,180.0,"{'lat': -2.538111, 'lng': 140.736297}",-2.538111,140.736297,Papua,bahari,30000.0,4.7,1,1,1,1,0,1,0.8333,bahari|berenang|fotografi|kuliner|pantai|rekreasi_keluarga|snorkeling
1608,Pantai Batu Pica Biak Deburan Karang Ombak Menjulang,"Pantai Batu Pica Biak Deburan Karang Ombak Menjulang di Biak Numfor, Papua. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Biak Numfor,30000,4.3,180.0,"{'lat': -1.184312, 'lng': 136.087212}",-1.184312,136.087212,Papua,bahari,30000.0,4.3,1,1,1,1,0,1,0.8333,bahari|berenang|fotografi|kuliner|pantai|rekreasi_keluarga|snorkeling
1609,Pantai Segara Indah Bosnik Biak,"Pantai Segara Indah Bosnik Biak di Sarmi, Papua. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Sarmi,25000,4.4,120.0,"{'lat': -1.872579, 'lng': 139.312033}",-1.872579,139.312033,Papua,bahari,25000.0,4.4,1,1,1,1,1,1,1.0,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1610,Pantai Wari Biak Pasir Lembut Ombak Lepas Pasifik,"Pantai Wari Biak Pasir Lembut Ombak Lepas Pasifik di Mamberamo Raya Kasonaweja, Papua. Pantai eksotis dengan air laut jernih dan deretan pohon kelapa yang rindang. Menjadi lokasi favorit wisatawan untuk bersantai, bermain air bersama keluarga, berswafoto, serta menikmati kelapa muda segar di tepi pantai.",Pantai,Pantai,Mamberamo Raya Kasonaweja,10000,4.7,180.0,"{'lat': -2.030378, 'lng': 138.183716}",-2.030378,138.183716,Papua,bahari,10000.0,4.7,1,1,1,1,0,1,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1611,Pantai Sorendiweri Supiori Mangrove Laut,"Pantai Sorendiweri Supiori Mangrove Laut di Biak Numfor, Papua. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Biak Numfor,25000,4.4,240.0,"{'lat': -1.216663, 'lng': 136.112657}",-1.216663,136.112657,Papua,bahari,25000.0,4.4,1,1,1,1,0,1,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1612,Pantai Amai Jayapura Muara Air Terjun Sungai Dingin,"Pantai Amai Jayapura Muara Air Terjun Sungai Dingin di Kepulauan Yapen Serui, Papua. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Kepulauan Yapen Serui,30000,4.7,150.0,"{'lat': -1.872251, 'lng': 136.211338}",-1.872251,136.211338,Papua,bahari,30000.0,4.7,1,1,1,1,1,1,1.0,alam|berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1613,Pantai Mariadei Yapen Serui,"Pantai Mariadei Yapen Serui di Sarmi, Papua. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Sarmi,10000,4.4,180.0,"{'lat': -1.842679, 'lng': 139.339012}",-1.842679,139.339012,Papua,bahari,10000.0,4.4,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1614,Pantai Sarmi Ombak Selancar Pasifik,"Pantai Sarmi Ombak Selancar Pasifik di Sarmi, Papua. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Sarmi,30000,4.4,240.0,"{'lat': -1.855955, 'lng': 139.359455}",-1.855955,139.359455,Papua,bahari,30000.0,4.4,1,1,1,1,0,1,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1615,Puncak Bukit Teletubbies Danau Sentani (Bukit Tungku Wiri),"Puncak Bukit Teletubbies Danau Sentani (Bukit Tungku Wiri) di Mamberamo Raya Kasonaweja, Papua. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Perbukitan,Mamberamo Raya Kasonaweja,35000,4.8,360.0,"{'lat': -1.964088, 'lng': 138.15042}",-1.964088,138.15042,Papua,alam,35000.0,4.8,1,1,1,0,1,0,0.6667,alam|camping|fotografi|gunung|hiking
1616,Puncak Jayapura City Pemandangan Kerlap-kerlip Lampu Teluk Youtefa,"Puncak Jayapura City Pemandangan Kerlap-kerlip Lampu Teluk Youtefa di Mamberamo Raya Kasonaweja, Papua. Kawasan dataran tinggi dan lereng gunung yang asri dengan pemandangan perbukitan hijau dan kawah eksotis. Sangat ideal untuk petualangan alam terbuka, hiking santai, perkemahan keluarga, dan melepas penat.",Gunung,Perbukitan,Mamberamo Raya Kasonaweja,50000,4.6,240.0,"{'lat': -2.03401, 'lng': 138.183367}",-2.03401,138.183367,Papua,alam,50000.0,4.6,1,1,1,1,1,0,0.8333,camping|fotografi|gunung|hiking
1617,Puncak Bukit MacArthur Ifar Gunung Markas Jenderal Sekutu,"Puncak Bukit MacArthur Ifar Gunung Markas Jenderal Sekutu di Biak Numfor, Papua. Destinasi wisata pegunungan berhawa sejuk dengan jalur pendakian yang menantang dan panorama lautan awan yang spektakuler saat fajar. Tersedia pos peristirahatan, warung logistik pendaki, area perkemahan, dan pemandu lokal.",Gunung,Gunung,Biak Numfor,15000,4.5,360.0,"{'lat': -1.19047, 'lng': 136.054803}",-1.19047,136.054803,Papua,alam,15000.0,4.5,1,1,1,1,0,0,0.6667,camping|fotografi|gunung|hiking
